GeneID	Pn	Ps	Pn/Ps	Total
Ex4_002241	0	0	Undef	0
Ex4_002254	0	0	Undef	0
Ex4_002255	0	0	Undef	0
Ex4_002256	0	1	0.0	1
Ex4_002257	0	0	Undef	0
Ex4_002261	0	0	Undef	0
Ex4_002262	1	0	Undef	1
Ex4_002263	0	0	Undef	0
Ex4_002264	0	0	Undef	0
Ex4_002279	0	0	Undef	0
Ex4_002280	1	0	Undef	1
Ex4_002281	0	0	Undef	0
Ex4_002282	0	0	Undef	0
Ex4_002319	0	0	Undef	0
Ex4_002320	0	0	Undef	0
Ex4_002321	1	0	Undef	1
Ex4_002322	0	0	Undef	0
Ex4_002403	0	0	Undef	0
Ex4_002404	0	0	Undef	0
Ex4_002405	1	0	Undef	1
Ex4_002406	0	0	Undef	0
Ex4_002407	0	0	Undef	0
Ex4_002412	0	0	Undef	0
Ex4_002413	0	0	Undef	0
Ex4_002414	0	0	Undef	0
Ex4_002415	0	0	Undef	0
Ex4_002418	0	0	Undef	0
Ex4_002419	0	0	Undef	0
Ex4_002420	0	0	Undef	0
Ex4_002421	0	0	Undef	0
Ex4_002422	0	0	Undef	0
Ex4_002423	0	1	0.0	1
Ex4_002424	0	0	Undef	0
Ex4_002425	0	0	Undef	0
Ex4_002426	0	0	Undef	0
Ex4_002434	0	0	Undef	0
Ex4_002435	0	0	Undef	0
Ex4_002436	0	0	Undef	0
Ex4_002437	0	0	Undef	0
Ex4_002438	0	0	Undef	0
Ex4_002439	1	0	Undef	1
Ex4_002440	0	0	Undef	0
Ex4_002441	0	0	Undef	0
Ex4_002444	0	0	Undef	0
Ex4_002445	0	1	0.0	1
Ex4_002446	0	0	Undef	0
Ex4_002447	0	0	Undef	0
Ex4_002476	0	0	Undef	0
Ex4_002477	0	0	Undef	0
Ex4_002478	0	0	Undef	0
Ex4_002479	0	0	Undef	0
Ex4_002480	0	0	Undef	0
Ex4_002490	0	0	Undef	0
Ex4_002491	0	0	Undef	0
Ex4_002492	0	0	Undef	0
Ex4_002514	1	0	Undef	1
Ex4_002515	1	0	Undef	1
Ex4_002516	0	0	Undef	0
Ex4_002517	0	0	Undef	0
Ex4_002518	0	0	Undef	0
Ex4_002519	0	0	Undef	0
Ex4_002520	0	1	0.0	1
Ex4_002521	0	0	Undef	0
Ex4_002573	0	0	Undef	0
Ex4_002574	0	0	Undef	0
Ex4_002575	1	0	Undef	1
Ex4_002576	0	0	Undef	0
Ex4_002577	0	0	Undef	0
Ex4_002578	0	0	Undef	0
Ex4_002579	0	0	Undef	0
Ex4_002580	0	0	Undef	0
Ex4_002625	0	0	Undef	0
Ex4_002626	0	0	Undef	0
Ex4_002627	0	0	Undef	0
Ex4_002628	0	0	Undef	0
Ex4_002632	0	0	Undef	0
Ex4_002633	0	0	Undef	0
Ex4_002634	0	0	Undef	0
Ex4_002635	0	0	Undef	0
Ex4_002636	0	0	Undef	0
Ex4_002637	0	0	Undef	0
Ex4_002644	0	0	Undef	0
Ex4_002645	0	0	Undef	0
Ex4_002646	1	0	Undef	1
Ex4_002647	0	0	Undef	0
Ex4_002651	0	0	Undef	0
Ex4_002652	0	0	Undef	0
Ex4_002653	0	1	0.0	1
Ex4_002654	0	0	Undef	0
Ex4_002655	0	0	Undef	0
Ex4_002701	0	0	Undef	0
Ex4_002702	0	0	Undef	0
Ex4_002703	0	1	0.0	1
Ex4_002704	0	0	Undef	0
Ex4_002718	1	0	Undef	1
Ex4_002719	0	0	Undef	0
Ex4_002720	0	0	Undef	0
Ex4_002735	0	0	Undef	0
Ex4_002736	0	0	Undef	0
Ex4_002737	0	0	Undef	0
Ex4_002738	0	0	Undef	0
Ex4_002739	0	0	Undef	0
Ex4_002745	0	1	0.0	1
Ex4_002746	0	0	Undef	0
Ex4_002748	0	0	Undef	0
Ex4_002749	0	0	Undef	0
Ex4_002750	0	0	Undef	0
Ex4_002763	0	0	Undef	0
Ex4_002764	0	0	Undef	0
Ex4_002765	1	0	Undef	1
Ex4_002766	0	0	Undef	0
Ex4_002767	0	0	Undef	0
Ex4_002768	1	0	Undef	1
Ex4_002769	0	0	Undef	0
Ex4_002770	0	0	Undef	0
Ex4_002777	0	0	Undef	0
Ex4_002778	0	0	Undef	0
Ex4_002779	0	0	Undef	0
Ex4_002780	1	0	Undef	1
Ex4_002781	0	0	Undef	0
Ex4_002802	0	0	Undef	0
Ex4_002803	0	0	Undef	0
Ex4_002804	1	0	Undef	1
Ex4_002805	0	0	Undef	0
Ex4_002806	0	0	Undef	0
Ex4_002807	0	0	Undef	0
Ex4_002814	0	0	Undef	0
Ex4_002815	0	0	Undef	0
Ex4_002816	0	0	Undef	0
Ex4_002817	0	0	Undef	0
Ex4_002818	0	0	Undef	0
Ex4_002819	0	0	Undef	0
Ex4_002820	0	0	Undef	0
Ex4_002821	0	0	Undef	0
Ex4_002822	0	0	Undef	0
Ex4_002830	0	0	Undef	0
Ex4_002831	0	0	Undef	0
Ex4_002832	0	0	Undef	0
Ex4_002833	1	0	Undef	1
Ex4_002834	0	0	Undef	0
Ex4_002835	0	0	Undef	0
Ex4_002871	0	0	Undef	0
Ex4_002872	0	0	Undef	0
Ex4_002873	1	0	Undef	1
Ex4_002874	0	0	Undef	0
Ex4_003031	0	0	Undef	0
Ex4_003032	2	0	Undef	2
Ex4_003050	0	0	Undef	0
Ex4_003051	0	0	Undef	0
Ex4_003052	1	0	Undef	1
Ex4_003053	0	0	Undef	0
Ex4_003054	0	0	Undef	0
Ex4_003055	0	0	Undef	0
Ex4_003056	1	0	Undef	1
Ex4_003057	0	0	Undef	0
Ex4_003124	0	0	Undef	0
Ex4_003125	0	0	Undef	0
Ex4_003126	0	0	Undef	0
Ex4_003127	0	0	Undef	0
Ex4_003128	0	0	Undef	0
Ex4_003164	0	0	Undef	0
Ex4_003165	0	0	Undef	0
Ex4_003166	0	0	Undef	0
Ex4_003167	0	1	0.0	1
Ex4_003168	0	0	Undef	0
Ex4_003169	0	0	Undef	0
Ex4_003170	1	0	Undef	1
Ex4_003171	0	0	Undef	0
Ex4_003200	0	0	Undef	0
Ex4_003201	0	0	Undef	0
Ex4_003207	0	0	Undef	0
Ex4_003208	0	0	Undef	0
Ex4_003209	0	1	0.0	1
Ex4_003210	0	0	Undef	0
Ex4_003211	0	0	Undef	0
Ex4_003251	0	0	Undef	0
Ex4_003252	0	0	Undef	0
Ex4_003253	0	0	Undef	0
Ex4_003254	0	0	Undef	0
Ex4_003347	1	0	Undef	1
Ex4_003348	0	0	Undef	0
Ex4_003350	0	0	Undef	0
Ex4_003351	0	1	0.0	1
Ex4_003352	0	0	Undef	0
Ex4_003353	0	0	Undef	0
Ex4_003354	0	0	Undef	0
Ex4_003408	0	0	Undef	0
Ex4_003409	0	0	Undef	0
Ex4_003425	0	0	Undef	0
Ex4_003426	0	0	Undef	0
Ex4_003427	0	0	Undef	0
Ex4_003428	0	0	Undef	0
Ex4_003452	0	0	Undef	0
Ex4_003453	0	0	Undef	0
Ex4_003454	1	0	Undef	1
Ex4_003494	0	0	Undef	0
Ex4_003568	0	0	Undef	0
Ex4_003569	0	0	Undef	0
Ex4_003570	0	1	0.0	1
Ex4_003571	0	0	Undef	0
Ex4_003572	0	0	Undef	0
Ex4_003573	0	0	Undef	0
Ex4_003600	0	0	Undef	0
Ex4_003601	0	0	Undef	0
Ex4_003602	0	0	Undef	0
Ex4_003603	0	0	Undef	0
Ex4_003638	0	0	Undef	0
Ex4_003639	0	0	Undef	0
Ex4_003640	0	0	Undef	0
Ex4_003641	0	0	Undef	0
Ex4_003679	0	0	Undef	0
Ex4_003680	0	0	Undef	0
Ex4_003681	1	0	Undef	1
Ex4_003682	0	0	Undef	0
Ex4_003683	0	0	Undef	0
Ex4_003735	0	0	Undef	0
Ex4_003736	0	1	0.0	1
Ex4_003737	0	0	Undef	0
Ex4_003738	0	0	Undef	0
Ex4_003751	0	0	Undef	0
Ex4_003752	0	0	Undef	0
Ex4_003753	0	0	Undef	0
Ex4_003754	0	0	Undef	0
Ex4_003755	0	0	Undef	0
Ex4_003781	0	0	Undef	0
Ex4_003782	0	0	Undef	0
Ex4_003783	1	1	1.0	2
Ex4_003784	0	0	Undef	0
Ex4_003785	0	0	Undef	0
Ex4_003786	0	0	Undef	0
Ex4_003787	0	0	Undef	0
Ex4_003788	1	0	Undef	1
Ex4_003789	0	0	Undef	0
Ex4_003790	0	0	Undef	0
Ex4_003791	0	0	Undef	0
Ex4_003792	0	1	0.0	1
Ex4_003793	0	0	Undef	0
Ex4_003794	0	0	Undef	0
Ex4_003798	0	0	Undef	0
Ex4_003799	0	0	Undef	0
Ex4_003800	0	0	Undef	0
Ex4_003801	0	0	Undef	0
Ex4_003802	0	0	Undef	0
Ex4_003916	0	0	Undef	0
Ex4_003917	0	0	Undef	0
Ex4_003918	0	0	Undef	0
Ex4_003980	0	0	Undef	0
Ex4_003981	0	1	0.0	1
Ex4_003982	0	0	Undef	0
Ex4_004003	0	0	Undef	0
Ex4_004004	1	0	Undef	1
Ex4_004005	0	0	Undef	0
Ex4_004006	0	0	Undef	0
Ex4_004027	0	0	Undef	0
Ex4_004028	0	0	Undef	0
Ex4_004029	0	0	Undef	0
Ex4_004030	0	0	Undef	0
Ex4_004031	0	0	Undef	0
Ex4_004035	0	0	Undef	0
Ex4_004036	1	0	Undef	1
Ex4_004037	0	0	Undef	0
Ex4_004038	0	0	Undef	0
Ex4_004039	0	0	Undef	0
Ex4_004101	0	0	Undef	0
Ex4_004102	0	1	0.0	1
Ex4_004103	0	0	Undef	0
Ex4_004105	0	0	Undef	0
Ex4_004106	0	0	Undef	0
Ex4_004107	0	0	Undef	0
Ex4_004108	0	0	Undef	0
Ex4_004109	0	0	Undef	0
Ex4_004110	0	0	Undef	0
Ex4_004128	0	0	Undef	0
Ex4_004129	0	0	Undef	0
Ex4_004130	1	0	Undef	1
Ex4_004131	0	0	Undef	0
Ex4_004132	0	0	Undef	0
Ex4_004179	0	0	Undef	0
Ex4_004180	0	0	Undef	0
Ex4_004181	0	0	Undef	0
Ex4_004182	0	0	Undef	0
Ex4_004261	0	0	Undef	0
Ex4_004262	0	0	Undef	0
Ex4_004263	0	1	0.0	1
Ex4_004264	0	0	Undef	0
Ex4_004280	0	0	Undef	0
Ex4_004281	1	0	Undef	1
Ex4_004282	0	0	Undef	0
Ex4_004286	0	0	Undef	0
Ex4_004287	0	0	Undef	0
Ex4_004288	0	1	0.0	1
Ex4_004289	0	0	Undef	0
Ex4_004347	0	0	Undef	0
Ex4_004348	0	0	Undef	0
Ex4_004349	0	0	Undef	0
Ex4_004350	0	0	Undef	0
Ex4_004351	0	0	Undef	0
Ex4_004352	1	0	Undef	1
Ex4_004353	0	0	Undef	0
Ex4_004363	0	0	Undef	0
Ex4_004364	1	0	Undef	1
Ex4_004365	0	0	Undef	0
Ex4_004366	0	0	Undef	0
Ex4_004367	0	0	Undef	0
Ex4_004382	0	0	Undef	0
Ex4_004383	0	0	Undef	0
Ex4_004384	1	0	Undef	1
Ex4_004385	0	0	Undef	0
Ex4_004386	0	0	Undef	0
Ex4_004410	0	0	Undef	0
Ex4_004411	0	1	0.0	1
Ex4_004412	0	0	Undef	0
Ex4_004413	0	0	Undef	0
Ex4_004425	0	0	Undef	0
Ex4_004426	0	0	Undef	0
Ex4_004427	0	0	Undef	0
Ex4_004428	0	0	Undef	0
Ex4_004434	0	0	Undef	0
Ex4_004435	0	0	Undef	0
Ex4_004436	1	0	Undef	1
Ex4_004437	0	0	Undef	0
Ex4_004438	0	0	Undef	0
Ex4_004439	0	0	Undef	0
Ex4_004440	0	0	Undef	0
Ex4_004441	0	0	Undef	0
Ex4_004442	0	0	Undef	0
Ex4_004450	0	0	Undef	0
Ex4_004451	0	1	0.0	1
Ex4_004452	0	0	Undef	0
Ex4_004453	0	0	Undef	0
Ex4_004454	0	0	Undef	0
Ex4_004455	0	1	0.0	1
Ex4_004456	0	0	Undef	0
Ex4_004568	0	0	Undef	0
Ex4_004569	0	0	Undef	0
Ex4_004580	0	0	Undef	0
Ex4_004581	0	0	Undef	0
Ex4_004582	0	1	0.0	1
Ex4_004583	0	0	Undef	0
Ex4_004584	0	0	Undef	0
Ex4_004680	0	0	Undef	0
Ex4_004681	0	0	Undef	0
Ex4_004682	1	0	Undef	1
Ex4_004683	0	0	Undef	0
Ex4_004725	0	1	0.0	1
Ex4_004726	0	0	Undef	0
Ex4_004735	1	0	Undef	1
Ex4_004736	0	0	Undef	0
Ex4_004737	0	0	Undef	0
Ex4_004815	0	0	Undef	0
Ex4_004816	0	0	Undef	0
Ex4_004817	0	0	Undef	0
Ex4_004828	0	0	Undef	0
Ex4_004829	0	0	Undef	0
Ex4_004830	0	1	0.0	1
Ex4_004831	0	0	Undef	0
Ex4_004857	0	0	Undef	0
Ex4_004858	0	0	Undef	0
Ex4_004859	0	0	Undef	0
Ex4_004861	0	0	Undef	0
Ex4_004872	0	0	Undef	0
Ex4_004873	0	0	Undef	0
Ex4_004874	0	0	Undef	0
Ex4_004875	0	0	Undef	0
Ex4_004879	0	0	Undef	0
Ex4_004880	0	0	Undef	0
Ex4_004891	0	0	Undef	0
Ex4_004892	1	0	Undef	1
Ex4_004893	0	0	Undef	0
Ex4_004907	0	0	Undef	0
Ex4_004908	0	0	Undef	0
Ex4_004909	0	0	Undef	0
Ex4_004922	0	0	Undef	0
Ex4_004923	0	0	Undef	0
Ex4_004924	0	0	Undef	0
Ex4_004976	0	0	Undef	0
Ex4_004977	0	0	Undef	0
Ex4_004978	1	0	Undef	1
Ex4_004979	0	0	Undef	0
Ex4_004991	0	0	Undef	0
Ex4_004992	0	1	0.0	1
Ex4_004993	0	0	Undef	0
Ex4_004994	0	0	Undef	0
Ex4_005001	0	0	Undef	0
Ex4_005002	0	0	Undef	0
Ex4_005003	0	0	Undef	0
Ex4_005004	0	0	Undef	0
Ex4_005005	0	0	Undef	0
Ex4_005006	0	0	Undef	0
Ex4_005016	0	0	Undef	0
Ex4_005017	0	0	Undef	0
Ex4_005018	0	0	Undef	0
Ex4_005019	0	0	Undef	0
Ex4_005022	0	0	Undef	0
Ex4_005023	0	0	Undef	0
Ex4_005024	0	0	Undef	0
Ex4_005025	0	0	Undef	0
Ex4_005028	0	0	Undef	0
Ex4_005029	0	0	Undef	0
Ex4_005030	0	0	Undef	0
Ex4_005031	0	0	Undef	0
Ex4_005032	0	0	Undef	0
Ex4_005033	0	0	Undef	0
Ex4_005034	0	0	Undef	0
Ex4_005120	0	0	Undef	0
Ex4_005121	1	0	Undef	1
Ex4_005122	0	0	Undef	0
Ex4_005123	0	0	Undef	0
Ex4_005124	1	0	Undef	1
Ex4_005125	0	0	Undef	0
Ex4_005126	0	0	Undef	0
Ex4_005169	0	0	Undef	0
Ex4_005170	0	0	Undef	0
Ex4_005171	0	0	Undef	0
Ex4_005172	0	0	Undef	0
Ex4_005188	0	0	Undef	0
Ex4_005189	0	0	Undef	0
Ex4_005190	0	0	Undef	0
Ex4_005194	0	0	Undef	0
Ex4_005195	0	0	Undef	0
Ex4_005196	1	0	Undef	1
Ex4_005197	0	0	Undef	0
Ex4_005198	0	0	Undef	0
Ex4_005204	0	0	Undef	0
Ex4_005205	0	0	Undef	0
Ex4_005206	0	0	Undef	0
Ex4_005207	0	0	Undef	0
Ex4_005208	0	0	Undef	0
Ex4_005231	0	0	Undef	0
Ex4_005232	0	0	Undef	0
Ex4_005233	0	0	Undef	0
Ex4_005234	0	0	Undef	0
Ex4_005266	0	0	Undef	0
Ex4_005267	1	0	Undef	1
Ex4_005268	0	0	Undef	0
Ex4_005269	0	0	Undef	0
Ex4_005274	0	0	Undef	0
Ex4_005282	0	0	Undef	0
Ex4_005283	1	0	Undef	1
Ex4_005284	0	0	Undef	0
Ex4_005285	0	0	Undef	0
Ex4_005290	0	0	Undef	0
Ex4_005291	0	0	Undef	0
Ex4_005292	0	0	Undef	0
Ex4_005293	0	0	Undef	0
Ex4_005294	0	0	Undef	0
Ex4_005295	0	0	Undef	0
Ex4_005296	0	0	Undef	0
Ex4_005297	0	0	Undef	0
Ex4_005390	0	0	Undef	0
Ex4_005391	0	0	Undef	0
Ex4_005392	0	0	Undef	0
Ex4_005393	0	0	Undef	0
Ex4_005394	0	0	Undef	0
Ex4_005412	0	0	Undef	0
Ex4_005413	0	0	Undef	0
Ex4_005414	0	0	Undef	0
Ex4_005415	0	0	Undef	0
Ex4_005416	0	0	Undef	0
Ex4_005417	0	0	Undef	0
Ex4_005419	0	0	Undef	0
Ex4_005420	0	0	Undef	0
Ex4_005421	0	0	Undef	0
Ex4_005465	0	0	Undef	0
Ex4_005466	0	0	Undef	0
Ex4_005467	0	0	Undef	0
Ex4_005468	0	0	Undef	0
Ex4_005469	0	1	0.0	1
Ex4_005470	0	0	Undef	0
Ex4_005471	0	0	Undef	0
Ex4_005513	0	0	Undef	0
Ex4_005514	0	0	Undef	0
Ex4_005515	0	0	Undef	0
Ex4_005516	0	0	Undef	0
Ex4_005517	0	0	Undef	0
Ex4_005578	0	0	Undef	0
Ex4_005579	0	0	Undef	0
Ex4_005592	0	0	Undef	0
Ex4_005593	0	0	Undef	0
Ex4_005594	0	0	Undef	0
Ex4_005595	0	0	Undef	0
Ex4_005634	0	0	Undef	0
Ex4_005635	0	0	Undef	0
Ex4_005636	1	0	Undef	1
Ex4_005637	0	0	Undef	0
Ex4_005642	0	0	Undef	0
Ex4_005643	0	1	0.0	1
Ex4_005644	0	0	Undef	0
Ex4_005645	0	0	Undef	0
Ex4_005647	0	0	Undef	0
Ex4_005648	1	0	Undef	1
Ex4_005649	0	0	Undef	0
Ex4_005650	0	0	Undef	0
Ex4_005669	0	0	Undef	0
Ex4_005670	1	0	Undef	1
Ex4_005671	0	0	Undef	0
Ex4_005672	0	0	Undef	0
Ex4_005732	1	0	Undef	1
Ex4_005769	0	0	Undef	0
Ex4_005770	1	0	Undef	1
Ex4_005771	0	0	Undef	0
Ex4_005772	0	0	Undef	0
Ex4_005800	0	1	0.0	1
Ex4_005801	0	0	Undef	0
Ex4_005802	0	0	Undef	0
Ex4_005804	0	0	Undef	0
Ex4_005805	0	0	Undef	0
Ex4_005806	0	0	Undef	0
Ex4_005813	0	0	Undef	0
Ex4_005814	0	0	Undef	0
Ex4_005815	0	0	Undef	0
Ex4_005816	0	0	Undef	0
Ex4_005836	0	0	Undef	0
Ex4_005837	0	0	Undef	0
Ex4_005838	0	0	Undef	0
Ex4_005839	0	0	Undef	0
Ex4_005935	0	0	Undef	0
Ex4_005936	0	0	Undef	0
Ex4_005937	0	0	Undef	0
Ex4_005938	0	0	Undef	0
Ex4_005983	0	0	Undef	0
Ex4_005984	0	0	Undef	0
Ex4_005985	1	0	Undef	1
Ex4_005986	0	0	Undef	0
Ex4_006066	0	0	Undef	0
Ex4_006067	0	0	Undef	0
Ex4_006068	0	0	Undef	0
Ex4_006108	0	0	Undef	0
Ex4_006109	1	0	Undef	1
Ex4_006110	0	0	Undef	0
Ex4_006111	0	0	Undef	0
Ex4_006118	0	0	Undef	0
Ex4_006119	0	0	Undef	0
Ex4_006120	1	0	Undef	1
Ex4_006121	0	0	Undef	0
Ex4_006122	0	0	Undef	0
Ex4_006148	0	0	Undef	0
Ex4_006149	0	0	Undef	0
Ex4_006150	1	0	Undef	1
Ex4_006151	0	0	Undef	0
Ex4_006152	0	0	Undef	0
Ex4_006185	0	0	Undef	0
Ex4_006186	0	0	Undef	0
Ex4_006187	0	0	Undef	0
